Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2049","STM1922",,"P0AF06","Escherichia coli","motB","Flagellar motor rotation protein MotB","the h(+)- or na(+)-translocating bacterial flagellar motor/exbbd outer membrane transport energizer (mot/exb) superfamily.","1.A.30.1.1","15919996;16738553;1719217;2002011;2061285;2447650;3007435;6090403;7643400;9097040;9278503",100,100,90,"1e-160"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1016","STM0957",,"P29018","Escherichia coli","cydD","Efflux ABC transporter for glutathione/L-cysteine, essential for assembly of bd-type respiratory oxidases => CydD subunit","the atp-binding cassette (abc) superfamily.","3.A.1.129.1","1310500;15919996;16738553;1909328;7934832;8276245;8331068;8380150;8905232;9278503",100,100,90,"1e-312"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1416","STM1332",,"STM14_1616","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","rfc","O-antigen polymerase",,"Virulence","1997412",100,100,100,"1e-239"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2429","STM2287",,"SL1344_2256","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344",,"Deubiquitinating protease ElaD",,"Secretion system effectors","17158898",99,92,100,"1e-183"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.793","STM0760",,"P0AB91","Escherichia coli (strain K12)","aroG","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)","Phosphoenolpyruvate;2-Phosphoglycolic Acid","Drug target",,100,100,94,"1e-194"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3156","STM2970",,"P0AAD6","Escherichia coli","sdaC","Serine transporter","the hydroxy/aromatic amino acid permease (haaap) family.","2.A.42.2.1","15919996;16738553;8026499;8752353;9278503",100,100,95,"1e-235"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2936","STM2770",,"STM474_2905","Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74","fljA","repressor of fliC",,"Virulence","17526851",100,100,100,"1e-101"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4920","PSLT037",,"17233489","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","spvD","hypothetical protein",,"","7618105",100,100,100,"1e-123"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4218","STM3977",,"110644186","Escherichia coli 536","rfaH","Transcriptional activator RfaH",,"","12117951",99,99,88,"3e-80"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4570","STM4319",,"SL1344_4255","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","phoN","putative membrane-associated phospholipid phosphatase, PAP2 superfamily",,"Virulence","16518469",100,100,100,"1e-147"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.809","STM0775",,"P09148","Escherichia coli (strain K12)","galT","Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)","Uridine diphosphate glucose;Uridine-5'-Diphosphate;Uridine-5'-Monophosphate","Drug target",,100,100,93,"1e-203"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3644","STM3427",,"P0AG59","Escherichia coli (strain K12)","rpsN","SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent","Tigecycline;Tetracycline","Drug target",,100,100,98,"2e-50"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3747","STM3525",,"P0A6V7","Shigella flexneri","glpE","Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)","S-Mercaptocysteine","Drug target",,100,100,81,"1e-46"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1299","STM1223",,"P0AFK6","Escherichia coli","potC","Spermidine/putrescine import ABC transporter permease protein PotC (TC 3.A.1.11.1)","the atp-binding cassette (abc) superfamily.","3.A.1.11.1","11976340;15919996;16738553;1939142;2249996;7592703;8194593;8366082;8621624;8897598;8905232;9278503;9298646;9890949",97,99,96,"1e-137"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4160","STM3915",,"16767191","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","trxA","Thioredoxin",,"","19884329",100,100,100,"8e-58"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2215","STM2085",,"16765415","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","rfbN","O antigen biosynthesis rhamnosyltransferase RfbN",,"","17526851",100,100,100,"1e-184"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3703","STM3484",,"SL1344_3451","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","dam","Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)",,"Invasion","10500219",100,100,100,"1e-163"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2670","STM2520",,"P77774","Escherichia coli. ","yfgL","Outer membrane beta-barrel assembly protein BamB","the outer membrane protein insertion porin (bam complex) (ompip) family.","1.B.33.1.3","11179681;12384590;12704152;15851030;16079137;16738553;1885529;2045357;2120198;9205837;9278503",100,100,91,"1e-210"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2252","STM2121",,"P28248","Escherichia coli (strain K12)","dcd","Deoxycytidine triphosphate deaminase (EC 3.5.4.13)","Deoxyuridine-5'-Triphosphate;2'-Deoxycytidine-5'-Triphosphate","Drug target",,100,100,95,"1e-104"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3046","STM2874",,"16766180","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","prgH","MxiG protein; Pathogenicity 1 island effector protein",,"","10816487",100,100,100,"1e-231"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2061","STM1934",,"16765275","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","STM1934","Putative outer membrane lipoprotein",,"","16518469",100,100,100,"1e-59"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3264","STM3066",,"P11667","Escherichia coli","yggA","Arginine exporter protein ArgO","the l-lysine exporter (lyse) family.","2.A.75.1.2","15150242;15919996;16738553;2546007;9278503",99,99,91,"1e-109"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3062","STM2890",,"VFG000551","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","spaP","Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components); Surface presentation of antigens protein SpaP",,"Secretion system,Type III secretion system,Invasion",,100,100,100,"1e-123"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3643","STM3426",,"P0A7W7","Escherichia coli (strain K12)","rpsH","SSU ribosomal protein S8p (S15Ae)","Tetracycline","Drug target",,100,100,100,"2e-66"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1368","STM1286",,"P0A908","Escherichia coli (strain K12)","mipA","MltA-interacting protein MipA","the mipa-interacting protein (mipa) family.","9.B.99.1.2",,100,100,84,"1e-130"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.264","STM0245",,"P28635","Escherichia coli","yaeC","Methionine ABC transporter substrate-binding protein","the atp-binding cassette (abc) superfamily.","3.A.1.24.1","12169620;12819857;1459951;15919996;16738553;7904973;9278503",100,100,96,"1e-148"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3855","STM3625",,"P37660","Escherichia coli (strain K12)","yhjV","HAAAP family transport protein YhjV","the hydroxy/aromatic amino acid permease (haaap) family.","2.A.42.2.3","15919996;16738553;8041620;9278503",97,95,89,"1e-216"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2382","STM2241",,"VFG000468","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sspH2","E3 ubiquitin-protein ligase SspH2",,"Secretion system,Type III secretion system",,100,100,100,"0.0"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3187","STM3001",,"P0A884","Escherichia coli (strain K12)","thyA","Thymidylate synthase (EC 2.1.1.45)","(6s)-5,6,7,8-Tetrahydrofolate;Ly231514 Tetra Glu;2'-Deoxyuridine;5,10-Methylene-6-Hydrofolic Acid;L-methionine (S)-S-oxide;Tosyl-D-Proline;N-Carboxymethionine;LY341770;N,O-Didansyl-L-Tyrosine;2'-5'dideoxyuridine;10-Propargyl-5,8-Dideazafolic Acid;Sp-876;5-Fluoro-2'-Deoxyuridine-5'-Monophosphate;2'-deoxyuridylic acid;N-[Tosyl-D-Prolinyl]Amino-Ethanethiol;1,4-Dithiothreitol;2'-Deoxyguanosine-5'-Monophosphate;Sp-722;S,S-(2-Hydroxyethyl)Thiocysteine;2-bromophenol;4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN;2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-3-METHYL-BUTYRIC ACID","Drug target",,100,100,96,"1e-156"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1269","STM1195",,"147675453","Vibrio cholerae O395","fabG","3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100), FadG",,"","11952899",96,98,80,"1e-106"
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2989","STM2815",,,,"EmrAB-TolC","Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)","Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)","efflux pump conferring antibiotic resistance","1409590",,,,
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3652","STM3435",,"P61177","Escherichia coli O157:H7","rplV","LSU ribosomal protein L22p (L17e)","Azithromycin;Quinupristin","Drug target",,100,100,100,"3e-54"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1214","STM1141",,"P0AE95","Escherichia coli (strain K12)","csgE","Curli production assembly/transport component CsgE","the curli fiber subunit porin, cgsa, csgg (csgg) family.","1.B.48.1.1",,82,81,92,"2e-52"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1372","STM1290",,"P0A9B2","Escherichia coli (strain K12)","gapA","NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)","Glyceraldehyde-3-Phosphate;2-(N-Morpholino)-Ethanesulfonic Acid","Drug target",,100,100,98,"1e-188"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1511","STM1426",,"P0AFU8","Escherichia coli (strain K12)","ribC","Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)","Riboflavin","Drug target",,96,96,91,"1e-106"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1569","STM1482",,"P69213","Escherichia coli O157:H7","ydgF","Spermidine export protein MdtJ","the drug/metabolite transporter (dmt) superfamily.","2.A.7.1.9","11206551;11258796;11566977;11867724;15919996;16738553;18039771;9097039;9278503",90,90,89,"2e-47"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4932","PSLT046",,"PSLT046","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2",,"Carbonic anhydrase, beta class (EC 4.2.1.1)",,"Virulence","9302299",100,100,100,"1e-136"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2530","STM2384",,"t0480","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","aroC","Chorismate synthase (EC 4.2.3.5)",,"Virulence","1311488;1730487;12531654",100,100,99,"1e-207"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1506","STM1419",,"SL1344_1353","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","yscR","Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)",,"Virulence,Intracellular survival and replication","10531217;11207622",100,100,100,"1e-117"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2998","STM2827",,"NP_417177.1","Escherichia coli str. K-12 substr. MG1655","alaS","Alanyl-tRNA synthetase (EC 6.1.1.7)",,"aminocoumarin resistance gene",,100,100,95,"0.0"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2660","STM2511",,"STM2511","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","guaB","Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain",,"Virulence,Invasion","2849016;17261603",100,100,100,"1e-278"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3047","STM2875",,"16766181","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","hilD","Type III secretion transcriptional regulator HilD",,"","10320584",100,100,100,"1e-178"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3070","STM2898",,"P35672","Salmonella typhimurium","invG","Type III secretion outermembrane pore forming protein (YscC,MxiD,HrcC, InvG); Protein InvG precursor","the outer bacterial membrane secretin (secretin) family.","1.B.22.3.2","11677609;7868245;7997169",100,100,100,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.508","STM0475",,,,"AcrAB-TolC","Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","efflux pump conferring antibiotic resistance","7651136",,,,
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3159","STM2973",,"P0A9S1","Escherichia coli (strain K12)","fucO","Lactaldehyde reductase (EC 1.1.1.77)","1,2-Propanediol;Adenosine-5-Diphosphoribose","Drug target",,100,100,91,"1e-202"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1227","STM1154",,"YP_489321.1","Escherichia coli str. K-12 substr. W3110","mdtG","Multidrug resistance protein MdtG",,"efflux pump conferring antibiotic resistance",,97,98,91,"1e-207"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4513","STM4266",,"NP_458564.1","Salmonella enterica subsp. enterica serovar Typhi str. CT18","soxR","Redox-sensitive transcriptional activator SoxR",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,100,100,100,"9e-84"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.629","STM0593",,"VFG044165","Escherichia coli CFT073","entS","Enterobactin exporter EntS",,"",,98,98,90,"1e-213"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3043","STM2871",,"VFG000533","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","prgK","Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)",,"Secretion system,Type III secretion system,Invasion",,100,100,100,"1e-141"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4136","STM3883",,"P0AGI1","Escherichia coli","rbsC","Ribose ABC transporter, permease protein RbsC (TC 3.A.1.2.1)","the atp-binding cassette (abc) superfamily.","3.A.1.2.1","1583688;15919996;16738553;3011793;3011794;3086314;6313683;7686882;7982928;8762140;8899705;9278503;9298646;9641984;9922273",100,100,96,"1e-170"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1803","STM1700",,"P0AEK4","Escherichia coli (strain K12)","fabI","Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)","Indole Naphthyridinone;3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide;Beta-D-Glucose;4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole;3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide;1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole;2-(TOLUENE-4-SULFONYL)-2H-BENZO[D][1,2,3]DIAZABORININ-1-OL;Triclosan;6-METHYL-2(PROPANE-1-SULFONYL)-2H-THIENO[3,2-D][1,2,3]DIAZABORININ-1-OL","Drug target",,100,100,97,"1e-143"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2305","STM2170",,"E4PCL6","Escherichia coli O83:H1 (strain NRG 857C / AIEC)","yohD","Inner membrane protein YohC","the deda or ydjx-z (deda) family.","9.B.27.2.7",,96,93,80,"6e-87"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1031","STM0972",,"SL1344_0909","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","sopD2","hypothetical protein",,"Virulence","12535274;15554961;16518469",100,100,100,"1e-188"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4195","STM3954",,"16767224","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","yigG","Inner membrane protein YigG",,"","16518469",100,100,100,"1e-83"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3602","STM3382",,"P16256","Escherichia coli","panF","Pantothenate:Na+ symporter (TC 2.A.21.1.1)","the solute:sodium symporter (sss) family.","2.A.21.1.1","15919996;16738553;2193919;8226664;9278503",100,100,93,"1e-261"
